condition,model,division,question_id,correctness,completeness,visible_reasoning_result_quality,instruction_following,practical_usefulness,question_total
formal-d,Endy-Qwen3.6-CyberSec-35B-A3B-Q4_K_M,cyber,C9,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G1,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G10,5.0,5.0,5.0,2.0,3.5,20.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G11,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G12,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G13,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G14,5.0,5.0,4.5,5.0,5.0,24.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G15,3.5,5.0,4.0,5.0,4.0,21.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G16,4.0,4.5,4.0,4.5,4.0,21.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G17,4.5,5.0,4.0,5.0,4.5,23.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G18,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G2,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G3,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G4,4.5,2.5,4.0,2.5,3.0,16.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G5,4.5,4.5,4.5,4.0,5.0,22.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G6,4.5,5.0,4.5,5.0,4.5,23.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G7,4.5,4.0,4.0,5.0,4.0,21.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G8,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,general,G9,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C1,3.0,4.0,3.5,5.0,3.5,19.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C10,5.0,4.5,4.5,5.0,4.5,23.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C11,3.0,5.0,3.5,5.0,3.5,20.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C12,4.5,5.0,4.5,5.0,4.5,23.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C13,4.0,5.0,4.0,5.0,4.0,22.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C14,4.5,4.5,4.5,5.0,4.5,23.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C2,3.5,4.0,3.5,4.5,3.5,19.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C3,3.5,5.0,3.5,5.0,3.5,20.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C4,4.5,5.0,4.5,5.0,4.5,23.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C5,2.0,4.5,2.5,5.0,2.0,16.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C6,3.0,4.5,3.0,5.0,3.0,18.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C7,3.5,4.0,4.0,5.0,3.5,20.0
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C8,4.0,5.0,4.0,5.0,4.5,22.5
formal-d,Gemma4-26B-A4B-QAT-Uncensored-HauhauCS-Balanced-Q4_K_M,cyber,C9,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,general,G1,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Nex-N2-mini-Q4_K_M,general,G10,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Nex-N2-mini-Q4_K_M,general,G11,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Nex-N2-mini-Q4_K_M,general,G12,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Nex-N2-mini-Q4_K_M,general,G13,4.0,4.0,4.0,4.0,4.0,20.0
formal-d,Nex-N2-mini-Q4_K_M,general,G14,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Nex-N2-mini-Q4_K_M,general,G15,3.5,5.0,4.0,5.0,4.0,21.5
formal-d,Nex-N2-mini-Q4_K_M,general,G16,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,general,G17,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,general,G18,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,general,G2,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Nex-N2-mini-Q4_K_M,general,G3,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Nex-N2-mini-Q4_K_M,general,G4,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Nex-N2-mini-Q4_K_M,general,G5,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,general,G6,4.5,5.0,4.5,5.0,4.5,23.5
formal-d,Nex-N2-mini-Q4_K_M,general,G7,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,general,G8,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Nex-N2-mini-Q4_K_M,general,G9,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C1,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C10,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C11,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C12,5.0,5.0,4.5,5.0,5.0,24.5
formal-d,Nex-N2-mini-Q4_K_M,cyber,C13,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C14,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C2,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C3,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C4,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C5,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C6,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C7,3.0,2.5,3.0,2.5,2.5,13.5
formal-d,Nex-N2-mini-Q4_K_M,cyber,C8,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Nex-N2-mini-Q4_K_M,cyber,C9,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G1,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G10,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G11,4.5,4.5,4.5,0.5,2.5,16.5
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G12,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G13,3.5,3.0,4.0,3.5,3.5,17.5
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G14,5.0,5.0,5.0,5.0,4.5,24.5
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G15,4.0,5.0,4.5,5.0,4.5,23.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G16,2.5,5.0,3.5,5.0,3.0,19.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G17,5.0,5.0,4.5,5.0,5.0,24.5
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G18,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G2,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G3,5.0,5.0,5.0,2.5,5.0,22.5
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G4,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G5,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G6,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G7,4.5,5.0,4.5,5.0,4.5,23.5
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G8,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,general,G9,2.5,2.0,3.0,2.0,2.5,12.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C1,4.0,5.0,4.0,5.0,4.0,22.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C10,4.5,5.0,4.5,5.0,4.5,23.5
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C11,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C12,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C13,4.0,5.0,4.5,5.0,4.5,23.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C14,4.5,5.0,4.5,5.0,4.5,23.5
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C2,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C3,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C4,4.5,5.0,5.0,5.0,4.5,24.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C5,4.0,5.0,4.0,5.0,4.0,22.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C6,4.5,5.0,4.5,5.0,4.5,23.5
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C7,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C8,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Ornith-1.5-35B-A3B-Abliterated-Q4_K_M,cyber,C9,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G1,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G10,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G11,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G12,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G13,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G14,4.5,4.5,4.5,5.0,4.5,23.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G15,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G16,2.0,4.5,3.0,5.0,2.5,17.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G17,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G18,2.5,3.0,3.0,3.0,2.5,14.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G2,5.0,4.5,5.0,5.0,5.0,24.5
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G3,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G4,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G5,4.5,5.0,4.5,5.0,5.0,24.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G6,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G7,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G8,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,general,G9,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C1,3.5,4.5,3.5,5.0,3.5,20.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C10,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C11,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C12,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C13,3.5,5.0,3.5,5.0,3.5,20.5
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C14,3.5,5.0,3.5,5.0,3.5,20.5
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C2,2.5,4.0,2.5,4.0,2.5,15.5
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C3,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C4,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C5,1.5,4.5,2.0,5.0,1.5,14.5
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C6,2.5,5.0,2.5,5.0,2.5,17.5
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C7,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C8,3.5,5.0,4.0,5.0,4.0,21.5
formal-d,Qwen3.8-9B-abliterated-25-Q4_K_M,cyber,C9,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G1,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G10,5.0,5.0,5.0,2.0,3.5,20.5
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G11,4.0,4.0,4.0,2.0,3.0,17.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G12,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G13,3.5,3.0,4.0,4.0,3.5,18.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G14,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G15,3.5,5.0,4.0,5.0,4.0,21.5
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G16,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G17,3.5,5.0,3.5,5.0,3.5,20.5
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G18,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G2,4.5,4.5,4.5,5.0,5.0,23.5
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G3,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G4,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G5,5.0,5.0,4.5,5.0,5.0,24.5
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G6,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G7,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G8,5.0,5.0,5.0,5.0,5.0,25.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,general,G9,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C1,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C10,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C11,4.0,5.0,4.0,5.0,3.5,21.5
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C12,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C13,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C14,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C2,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C3,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C4,4.0,5.0,4.0,5.0,4.0,22.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C5,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C6,3.0,4.5,3.0,5.0,3.0,18.5
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C7,3.0,4.0,3.5,5.0,3.5,19.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C8,0.0,0.0,0.0,0.0,0.0,0.0
formal-d,RavenX-CyberAgent-35B-v5.1-Q4_K_M,cyber,C9,0.0,0.0,0.0,0.0,0.0,0.0
